id,lat,lon,poi_category,poi_subcategory,poi_name,GEOID
61675193,37.7721282,-122.4227728,amenity,bar,Martuni's,06075020202
61690921,37.7969638,-122.4056426,amenity,bar,Comstock Saloon,06075061101
281652642,37.7595434,-122.4141826,amenity,school,John O'Connell High School,06075022801
286898816,37.7473791,-122.4138441,amenity,school,Saint Anthony - Immaculate Conception,06075025200
293573361,37.7923271,-122.4346848,amenity,cafe,Blue Bottle,06075013500
293632937,37.7767776,-122.3940709,shop,supermarket,Safeway,06075060703
317081666,37.7862572,-122.4086732,amenity,bar,John Foley's Dueling Piano Bar,06075012301
317124812,37.7795947,-122.3951729,amenity,cafe,Brickhouse Cafe and Bar,06075018000
317129230,37.7769117,-122.393795,amenity,bank,Wells Fargo,06075060703
331389010,37.7986732,-122.4072962,amenity,cafe,Caffe Trieste,06075010600
332730973,37.786217,-122.453191,amenity,cafe,Starbucks,06075015402
332730993,37.7866119,-122.4504574,amenity,cafe,Peet's Coffee,06075015402
332787306,37.786265,-122.4528047,shop,supermarket,Calmart,06075015402
332787308,37.7870938,-122.4563869,amenity,cafe,Picnix Bistro,06075013300
334973993,37.7994006,-122.4086568,amenity,bank,BMO,06075010600
335443049,37.7935766,-122.403101,amenity,bank,Citibank,06075011700
335444374,37.7908279,-122.4025161,amenity,cafe,Peet's Coffee,06075011700
335444675,37.7899212,-122.402012,amenity,bank,Union Bank of California,06075011700
340235848,37.7887072,-122.401768,amenity,bank,Bank of America,06075061501
351963628,37.7866169,-122.414982,amenity,cafe,Angel Cafe & Deli,06075012204
358761032,37.7802073,-122.4463603,amenity,school,Anza School,06075015702
358762994,37.7106428,-122.4006765,amenity,school,Candlestick Cove School,06075061000
358764041,37.7246535,-122.417749,amenity,place_of_worship,Convent of the Good Shepherd,06075025900
358766258,37.7349307,-122.4008042,amenity,school,Fremont School,06075023001
358766262,37.7774296,-122.4410824,amenity,school,Fremont School,06075015802
358766707,37.792429,-122.4255268,amenity,school,Gough School,06075013101
358766787,37.7924291,-122.4444159,amenity,school,Grant School,06075013200
358766976,37.7101499,-122.4340763,amenity,school,Guadalupe Elementary School,06075026302
358767935,37.7304863,-122.379415,amenity,school,Hunters Point Number Two School,06075023103
358768537,37.7369365,-122.4215447,amenity,school,Junipero Serra Elementary School,06075025401
358769656,37.7749296,-122.4341379,amenity,school,Lombard School,06075016400
358769706,37.7104876,-122.4471941,amenity,school,Longfellow Elementary School,06075026303
358770978,37.7254741,-122.4302537,amenity,school,Monroe Elementary School,06075026001
358771812,37.7570398,-122.4126788,amenity,school,George Moscone Elementary,06075022803
358772496,37.7365975,-122.4133043,amenity,school,Paul Revere Elementary School,06075025402
358803209,37.7704381,-122.4226263,amenity,place_of_worship,San Francisco Baha'i Center,06075020202
358803214,37.7747236,-122.4414678,amenity,place_of_worship,Brahma Kumaris Meditation Center,06075016500
358803226,37.7922489,-122.4136318,amenity,school,Cathedral School for Boys,06075011200
358803230,37.7916368,-122.4139404,amenity,place_of_worship,Chapel of Grace,06075011200
358803237,37.790207,-122.4463604,amenity,place_of_worship,Church of the New Jerusalem,06075013300
358803242,37.79104,-122.4060821,amenity,university,Cogswell College,06075011700
358803243,37.7546523,-122.4199709,amenity,school,Collegio De La Mission,06075020900
358803269,37.7852092,-122.4232955,amenity,place_of_worship,First Unitarian Universalist Church,06075015100
358803337,37.7879847,-122.4271935,amenity,place_of_worship,Morning Star Church,06075015201
358803343,37.7931024,-122.4071833,amenity,school,Nam Kue School,06075011800
358803353,37.7780026,-122.430938,amenity,place_of_worship,Old Holy Virgin Russian Orthodox Cathedral,06075016101
358803374,37.7877204,-122.4213653,amenity,place_of_worship,Apostolic Faith Church,06075012001
358803375,37.7798212,-122.4267343,amenity,place_of_worship,Bethel African Methodist Episcopal Church,06075016102
358803384,37.7460417,-122.4380266,amenity,place_of_worship,Saint Aidans Episcopal Church,06075021600
358803458,37.7948868,-122.4325428,amenity,school,Sarah Dix Hamlin School,06075013200
358803467,37.7734042,-122.4148686,amenity,place_of_worship,Templo Calvario,06075017803
358803472,37.7882624,-122.4246934,amenity,place_of_worship,Trinity Episcopal Church,06075015100
358803485,37.7810161,-122.4141316,amenity,place_of_worship,William Taylor Methodist Church,06075012405
358803505,37.7335085,-122.3889302,amenity,place_of_worship,All Hallows Roman Catholic Church,06075061200
358803515,37.7565062,-122.5052302,amenity,place_of_worship,Assyrian Church of the East,06075035201
358803530,37.7882624,-122.4274713,amenity,school,Binet Montessori School,06075015201
358803532,37.783732,-122.4088701,amenity,language_school,Brandon College,06075012503
358803569,37.7950612,-122.4082615,amenity,place_of_worship,Chinese United Methodist Church,06075011300
358803572,37.7868736,-122.428582,amenity,place_of_worship,Christ United Presbyterian Church,06075015202
358803583,37.7546528,-122.486916,amenity,place_of_worship,Episcopal Church of the Incarnation,06075032902
358803614,37.7574305,-122.4860827,amenity,place_of_worship,Good Shepherd Lutheran Church,06075032602
358803651,37.7778136,-122.4393623,amenity,place_of_worship,Redemption Church,06075015802
358803685,37.7927068,-122.4224712,amenity,place_of_worship,Lutheran Church of the Holy Chapel,06075011001
358803731,37.7827071,-122.4244156,amenity,school,New Learning Schools,06075015900
358803734,37.7765963,-122.4410824,amenity,place_of_worship,New Strangers Home Baptist Church,06075015802
358803743,37.790653,-122.406507,amenity,school,Notre Dame Des Victoires Grammar School,06075011700
358803750,37.7911995,-122.4221469,amenity,place_of_worship,Old First Presbyterian Church,06075011101
358803754,37.7770097,-122.443557,amenity,place_of_worship,Pentecostal Temple Church of God in Christ,06075015702
358803774,37.7193763,-122.4719165,amenity,place_of_worship,Lutheran Church of Our Savior,06075031301
358803777,37.8035397,-122.4196935,amenity,place_of_worship,Norwegian Seamans Church,06075010202
358803779,37.7260424,-122.4324714,amenity,school,San Francisco Community Alternative School,06075026001
358804496,37.7756027,-122.4968419,amenity,place_of_worship,Full Life Christian Center,06075047802
358804499,37.7335418,-122.3891374,amenity,place_of_worship,Bayview Baptist Church,06075061200
358804501,37.7953978,-122.4052842,amenity,place_of_worship,Buddha's Universal Church,06075061101
358804507,37.7944211,-122.4098038,amenity,place_of_worship,Chi Sin Buddhist and Taoist Association,06075011200
358804510,37.7940956,-122.4205267,amenity,place_of_worship,Chinese Community Church,06075011001
358804539,37.7750434,-122.4662264,amenity,place_of_worship,Church of Christ Golden Gate,06075045202
358804544,37.7574305,-122.4805271,amenity,place_of_worship,The Church of Jesus Christ of Latter-day Saints,06075032602
358804549,37.7226986,-122.4441399,amenity,place_of_worship,Community Assembly of God Church,06075026100
358804567,37.7533282,-122.4927608,amenity,place_of_worship,San Francisco Chinese Baptist Church,06075032902
358804587,37.7342846,-122.4919071,amenity,place_of_worship,First United Presbyterian Church,06075033001
358804595,37.7424329,-122.4937196,amenity,place_of_worship,Grace United Methodist Church,06075032901
358804599,37.7760406,-122.4291379,amenity,place_of_worship,Greater Jerusalem Baptist Church,06075016300
358804608,37.7235427,-122.4569162,amenity,place_of_worship,Ingleside Presbyterian Church,06075031201
358804626,37.7307539,-122.4754281,amenity,place_of_worship,Lakeside Presbyterian Church,06075033201
358804637,37.7910402,-122.4433048,amenity,place_of_worship,Mount Vernon Missionary Baptist Church,06075013402
358804640,37.776541,-122.4265578,amenity,place_of_worship,Neighborhood Baptist Church,06075016300
358804646,37.7753312,-122.4679979,amenity,place_of_worship,Park Presidio Bible Church,06075045201
358804698,37.7836504,-122.444018,amenity,place_of_worship,Saint Andrew Missionary Baptist Church,06075015401
358804712,37.7474303,-122.4138597,amenity,school,Saint Anthony's School,06075025200
358804715,37.7952067,-122.4246935,amenity,school,Saint Brigid School,06075013101
358804766,37.723265,-122.4619163,amenity,place_of_worship,Saint Emydius Roman Catholic Church,06075031201
358804772,37.7607638,-122.5030274,amenity,place_of_worship,Saint Paul's Presbyterian Church,06075035202
358804784,37.7882624,-122.4249712,amenity,place_of_worship,Saint Gregory Nyssen Episcopal Church,06075015100
358804799,37.7920325,-122.4223078,amenity,place_of_worship,Saint Lukes Episcopal Church,06075011101
358804822,37.7579854,-122.389415,amenity,place_of_worship,Saint Stephen Baptist Church,06075022600
358804828,37.7902349,-122.4463583,amenity,place_of_worship,Saint Thomas Episcopal Church,06075013300
358804831,37.7118925,-122.4728363,amenity,place_of_worship,Saint Thomas More Roman Catholic Church,06075060400
358804836,37.7988176,-122.4102489,amenity,place_of_worship,San Francisco Chinese Baptist Church,06075010702
358804888,37.7938178,-122.4188601,amenity,school,Spring Valley Elementary School,06075011001
358804896,37.7921513,-122.4394159,amenity,school,Sterne School,06075013200
358804909,37.7535418,-122.4960828,amenity,place_of_worship,Sunset Baptist Church,06075035102
358804916,37.7538621,-122.4897043,amenity,place_of_worship,Sunset Branch Lutheran Church of the Holy Spirit,06075032902
358804918,37.7570102,-122.5019803,amenity,place_of_worship,Sunset Chinese Baptist Church,06075035102
358804944,37.7967218,-122.4115998,amenity,place_of_worship,True Sunshine Episcopal Church,06075010701
358804982,37.779131,-122.4675962,amenity,place_of_worship,Zion Lutheran Church,06075045201
358804984,37.779405,-122.4676256,amenity,school,Zion Lutheran School,06075045201
358805033,37.7935281,-122.4080293,amenity,school,Chinese Central High School,06075011300
358805043,37.709504,-122.4085023,amenity,place_of_worship,Church of the Visitacion,06075026403
358805047,37.79554,-122.4094713,amenity,school,Cumberland Chinese School,06075011300
358805049,37.7955734,-122.4094786,amenity,place_of_worship,Cumberland Presbyterian Chinese Church,06075011300
358805051,37.7885986,-122.4291488,amenity,place_of_worship,Daihonzan Nichiren-Ji,06075015202
358805057,37.792643,-122.4179019,amenity,place_of_worship,First Chinese Southern Baptist Church,06075011101
358805065,37.7738625,-122.4327607,amenity,place_of_worship,First Friendship Institutional Baptist Church,06075016400
358805067,37.8058535,-122.4274497,amenity,place_of_worship,Fort Mason Chapel,06075012602
358805071,37.7629855,-122.419971,amenity,place_of_worship,Full Gospel Assembly Church,06075020802
358805081,37.774374,-122.4377491,amenity,place_of_worship,Holy of Holiness Missionary Baptist Church,06075016400
358805084,37.7839876,-122.4439445,amenity,place_of_worship,Hokke-shu Buddhist Church Honnoji,06075015401
358805091,37.7727642,-122.449022,amenity,place_of_worship,Kagyu Droden Kunchab,06075016500
358805101,37.764543,-122.4255265,amenity,place_of_worship,Lighthouse Full Gospel Church,06075020201
358805109,37.7735277,-122.4683049,amenity,place_of_worship,Paradise Monastery of San Francisco,06075045201
358805119,37.7949288,-122.4094155,amenity,place_of_worship,Quong Ming Buddhism and Taoism Society,06075011300
358805134,37.7432346,-122.4566757,amenity,place_of_worship,Saint Brendan Catholic Church,06075030600
358805149,37.7341565,-122.4272328,amenity,place_of_worship,Saint John the Evangelist Roman Catholic Church,06075025502
358805152,37.7930713,-122.4072092,amenity,school,Saint Mary's Chinese Day School,06075011800
358805155,37.7930242,-122.4072039,amenity,school,Saint Mary's Chinese Language School,06075011800
358805169,37.7445232,-122.4291781,amenity,school,Saint Pauls Primary School,06075021500
358805179,37.7614789,-122.3971607,amenity,place_of_worship,Saint Teresa Catholic Church,06075022702
358805186,37.8013677,-122.4104649,amenity,school,Saints Peter and Paul School,06075010401
358805211,37.7775209,-122.4638945,amenity,place_of_worship,Wong Tai Sin Temple,06075045100
358805216,37.7605311,-122.3980109,amenity,university,American College of Traditional Chinese Medicine,06075022702
358805223,37.7138373,-122.4615941,amenity,place_of_worship,Broad Street Baptist Church,06075031401
358805227,37.7516219,-122.4047153,amenity,school,Buena Vista Elementary School,06075022903
358805232,37.7335822,-122.3888686,amenity,place_of_worship,Christ Missionary Baptist Church,06075061200
358805240,37.7138209,-122.4588609,amenity,place_of_worship,Cosmopolitan Baptist Church,06075031401
358805243,37.7232648,-122.4369159,amenity,school,Discovery Center School,06075026100
358805254,37.7779851,-122.4296934,amenity,place_of_worship,First Union Baptist Church,06075016102
358805257,37.736875,-122.3985819,amenity,place_of_worship,Flower Hill Baptist Church,06075023001
358805272,37.7279864,-122.380804,amenity,place_of_worship,Greater New Light Baptist Church,06075023200
358805275,37.774995,-122.4338305,amenity,school,Ida B Wells High School,06075016400
358805304,37.7927068,-122.4333047,amenity,school,Newcomer High School,06075013200
358805320,37.7804851,-122.4460825,amenity,school,Raoul Wallenberg Traditional High School,06075015702
358805336,37.79354,-122.4080266,amenity,school,San Francisco Chinese Parent Committee School,06075011300
358805338,37.7096543,-122.4483052,amenity,school,San Francisco Christian School,06075026303
358805342,37.7174317,-122.4416384,amenity,school,San Francisco Junior Academy,06075026100
358805513,37.7752074,-122.441638,amenity,place_of_worship,Cleaver Memorial Church of God in Christ,06075016500
358805515,37.7138207,-122.4349716,amenity,place_of_worship,Geneva Avenue United Methodist Church,06075026301
358805518,37.7852316,-122.4114682,amenity,place_of_worship,Glide Memorial United Methodist Church,06075012301
358858483,37.7794901,-122.4142082,,,ABA Protection,06075012405
358858684,37.8077859,-122.4095315,amenity,school,Alliant International University,06075010101
360450263,37.7511207,-122.4383271,amenity,cafe,Philz Coffee,06075021200
360462977,37.7482363,-122.4336596,shop,convenience,Angel's Deli & Market,06075021400
360463558,37.7484974,-122.429217,amenity,cafe,Noe Cafe,06075021400
360463705,37.7484143,-122.4269955,shop,convenience,Modern Market,06075021400
360463846,37.7485992,-122.4269982,amenity,cafe,Chloe's Cafe,06075021400
360464463,37.7492082,-122.4270599,amenity,cafe,Lovejoy's Tea Room,06075021400
366700371,37.7991949,-122.409102,amenity,cafe,Cavalli Cafe,06075010702
368167410,37.7868596,-122.4101373,,,American Conservatory Theater - Administrative Offices,06075012301
368171295,37.7751902,-122.404056,amenity,police,San Francisco Sheriff's Department,06075018000
368171321,37.7297287,-122.397782,amenity,police,Bayview Police Station,06075023300
368171323,37.7246336,-122.446302,amenity,police,Ingleside Police Station,06075025501
368171326,37.7677915,-122.4552017,amenity,police,Park Police Station,06075980300
378440021,37.7649457,-122.4235379,amenity,bar,ABV,06075020201
381953737,37.7894328,-122.4078657,amenity,bank,Wells Fargo,06075011700
384346934,37.7870234,-122.404684,amenity,bank,Wells Fargo,06075011700
384359194,37.7864444,-122.4146585,shop,convenience,Star Market,06075012302
386585808,37.7916315,-122.3991462,amenity,university,University of Phoenix,06075011700
386596676,37.7928387,-122.3965185,amenity,bank,Citibank,06075061507
387227570,37.8052324,-122.4235144,shop,convenience,North Point Market,06075010202
387252662,37.7941174,-122.4228252,amenity,bank,Metro United Bank,06075011002
387254338,37.7922793,-122.4229797,amenity,bank,Citibank,06075013101
387673951,37.7909499,-122.4221885,amenity,bank,Bank of America,06075011101
389404007,37.7811499,-122.3997789,shop,supermarket,Whole Foods Market,06075017801
389440586,37.7794096,-122.401924,amenity,cafe,All Star Donuts,06075017801
392198178,37.7887945,-122.4035257,amenity,bank,Citibank,06075011700
393732505,37.7819982,-122.4495291,amenity,bank,Bank of America,06075015701
410845445,37.7901681,-122.4154112,amenity,cafe,Another Cafe,06075011901
411083201,37.7670162,-122.4219251,amenity,cafe,Four Barrel Coffee,06075020101
411084946,37.7938731,-122.403151,amenity,bank,BMO,06075061101
411283248,37.7993386,-122.4091907,amenity,bank,Bank of America,06075010702
411286615,37.797748,-122.408814,amenity,bank,East West Bank,06075010701
411288804,37.7972269,-122.408705,amenity,bank,East West Bank,06075010701
411290141,37.795295,-122.4083069,amenity,bank,Bank of the Orient,06075011300
411290345,37.7951667,-122.4082734,amenity,bank,Wells Fargo,06075011300
412112860,37.7907882,-122.4205582,amenity,bank,Chase,06075011101
416669966,37.8000657,-122.4430333,amenity,bank,First Federal Savings of San Rafael,06075012700
416779714,37.8000223,-122.4416127,shop,supermarket,Marina Supermarket,06075012801
416782619,37.8005967,-122.4370151,amenity,bank,Wells Fargo,06075012802
416784221,37.8001107,-122.4410436,shop,convenience,Marina Deli & Liquor,06075012802
417273229,37.8090464,-122.4173448,amenity,place_of_worship,Fishermen's and Seamen's Memorial Chapel,06075010101
418513657,37.7648358,-122.4194536,,,Stamen Design,06075020102
418513660,37.7645003,-122.4216812,amenity,cafe,Muddy Waters,06075020102
418540495,37.7867153,-122.4125033,amenity,bar,Swig,06075012302
420515721,37.7555826,-122.4185428,amenity,bank,Wells Fargo,06075020801
420516920,37.7945631,-122.4268815,amenity,place_of_worship,,06075013102
420519036,37.7505269,-122.4184913,amenity,bank,Chase,06075020900
426229962,37.7815274,-122.4575693,amenity,bank,U.S. Bank,06075015401
426233725,37.7815396,-122.458245,amenity,bank,Wells Fargo,06075015401
426256520,37.7807541,-122.465749,amenity,bank,EastWest Unibank,06075045202
426259584,37.7807541,-122.466058,amenity,bank,San Francisco Federal Credit Union,06075045202
426266452,37.7806727,-122.4672424,amenity,bank,Citibank,06075045202
427172235,37.7802861,-122.4759314,amenity,bank,California Bank & Trust,06075047600
427173109,37.7801911,-122.4780428,amenity,bank,Wells Fargo,06075047600
427173443,37.7805779,-122.4784879,amenity,bank,Bank of America,06075042601
427173655,37.7801707,-122.4784462,amenity,bank,East West Bank,06075047600
427178584,37.7800977,-122.4802207,amenity,bank,Chase,06075047701
427186726,37.7802808,-122.484915,amenity,bank,Citibank,06075042700
429632651,37.7861076,-122.4246875,amenity,bank,Citibank,06075015100
429640531,37.7857298,-122.4295946,amenity,bank,California Bank & Trust,06075015500
429640565,37.7854908,-122.42948,amenity,bank,U.S. Bank,06075015500
429655448,37.7861013,-122.439746,amenity,bank,Wells Fargo,06075015300
429656509,37.7871595,-122.4333688,amenity,bank,Sterling Bank & Trust,06075015202
432817215,37.783402,-122.4211615,amenity,bank,San Francisco Federal Credit Union,06075016000
440106745,37.7996933,-122.408424,amenity,bar,Columbus Cafe,06075010600
443372068,37.7564167,-122.4212286,amenity,cafe,Ritual Coffee Roasters,06075020701
448036312,37.7826281,-122.4688161,amenity,cafe,All Stars,06075040200
448038882,37.7832278,-122.4613841,amenity,cafe,Cumaica Coffee,06075040100
459504817,37.7606657,-122.436559,shop,supermarket,Mollie Stone's,06075020500
479491671,37.7882367,-122.4012873,amenity,bar,House of Shields,06075061501
497304181,37.76668,-122.4219156,shop,convenience,E & M Market,06075020101
497304203,37.7650583,-122.4220701,shop,convenience,Foodhall,06075020201
527505796,37.76976,-122.422503,shop,convenience,Fred's Liquor,06075020202
527744132,37.7947425,-122.4059273,amenity,place_of_worship,Chinese Congregational Church,06075061101
528057543,37.7682118,-122.422385,amenity,cafe,Carlin's Cafe,06075020202
528057545,37.7686733,-122.4225145,,,,06075020202
529117813,37.7646987,-122.4235801,shop,convenience,K&D Market,06075020201
529771968,37.7706731,-122.4252744,amenity,bar,The Orbit Room,06075016801
529777817,37.785912,-122.4131628,amenity,bar,Bourbon and Branch,06075012302
530286818,37.768891,-122.428442,amenity,bank,Wells Fargo,06075016900
542900772,37.8063329,-122.432056,,,Fort Mason Center,06075012602
571457963,37.7600939,-122.3968164,shop,convenience,Good Life Grocery,06075022702
582778903,37.7485396,-122.4250659,amenity,cafe,Luv a Java,06075021400
582779493,37.7504256,-122.4203499,amenity,bar,Clooney's Pub,06075020900
582781745,37.7489951,-122.4205203,amenity,bar,Dovre Club,06075021000
586704382,37.764528,-122.432407,shop,convenience,Harvest Market,06075020300
586713622,37.7648492,-122.4320119,amenity,cafe,Peet's Coffee,06075020300
599417363,37.7543118,-122.4777235,amenity,cafe,Golden Island Cafe,06075032802
610748101,37.7176458,-122.4719687,amenity,place_of_worship,Temple United Methodist Church,06075031301
612767884,37.7986741,-122.4090015,shop,supermarket,JW & L Market,06075010702
613270075,37.7998684,-122.4098389,amenity,cafe,La Boulange,06075010702
615143634,37.7265162,-122.4645819,shop,convenience,7-Eleven,06075030900
621793529,37.7877507,-122.4118412,amenity,bar,Owl Tree,06075012302
621818319,37.7886224,-122.4100569,shop,convenience,Mason Liquor & Deli,06075012100
621818366,37.7881935,-122.4103007,amenity,bar,Level III,06075012100
621818383,37.7878201,-122.4113142,amenity,bar,Lost Cat,06075012302
621851566,37.7888877,-122.4105878,shop,convenience,MMC Wine & Spirit,06075012100
630746097,37.801867,-122.456201,amenity,cafe,Il Parco,06075060100
632725242,37.7373354,-122.4695681,amenity,cafe,Greenhouse,06075030800
632817679,37.7386468,-122.4685481,amenity,bar,Binu Bonu,06075030800
635275099,37.806643,-122.430359,,,Headquarters of San Francisco Maritime National Historical Park,06075012602
638752547,37.7397088,-122.4673069,amenity,cafe,Starbucks,06075030800
638752550,37.7394148,-122.4676461,amenity,bank,Citibank,06075030800
645739953,37.794578,-122.4018962,,,Flickr HQ,06075061101
647656706,37.7710569,-122.432071,amenity,cafe,Cafe Réveille,06075016700
647656785,37.7721773,-122.4307315,amenity,cafe,Cafe International,06075016801
647656834,37.7719921,-122.4305641,shop,convenience,Haight Fillmore Whole Foods Co.,06075016801
666369832,37.7666454,-122.4528662,amenity,cafe,Lava Java,06075017102
679010814,37.7755634,-122.3933972,amenity,cafe,Philz Coffee,06075060703
705410439,37.759835,-122.397803,amenity,cafe,Thinker's Cafe,06075061402
718375781,37.7421772,-122.4985695,amenity,cafe,Andytown Coffee Roasters,06075035300
718375782,37.7421717,-122.4986952,,,"Union Insurance Services, Inc.",06075035300
718375843,37.742187,-122.4983446,shop,convenience,Sea Bee Liquors,06075035300
724824664,37.7420078,-122.5023245,shop,convenience,Amity Market,06075035400
725066841,37.7866698,-122.4145242,amenity,bar,Rye,06075012302
725096449,37.7869597,-122.4124456,amenity,bar,The Mortimer,06075012302
725100826,37.7871616,-122.410725,amenity,cafe,Starbucks,06075012302
732005606,37.7861325,-122.4188458,amenity,cafe,Hoang Dat,06075012202
734841519,37.7621857,-122.4385594,amenity,atm,Eureka Market,06075020500
761762694,37.7265935,-122.4762074,shop,supermarket,Trader Joe's,06075033201
761805255,37.7302767,-122.4761674,amenity,bank,Wells Fargo,06075033201
761906611,37.77581,-122.4088161,amenity,bar,Bloodhound,06075017804
761916174,37.7765167,-122.4083959,amenity,cafe,Nosh Box,06075017804
775379090,37.7857739,-122.39675,amenity,cafe,Radiator,06075061503
806228029,37.7935102,-122.4062848,amenity,bank,Bank of America,06075011800
806237000,37.7949192,-122.4065261,amenity,bank,Citibank,06075061102
808884914,37.7854715,-122.4089827,amenity,cafe,Mellis Cafe,06075012301
808930684,37.786117,-122.4115193,amenity,bar,Jasper's,06075012302
808930741,37.7865355,-122.4081957,amenity,cafe,Starbucks,06075012301
808930783,37.7866824,-122.407058,amenity,cafe,Boudin,06075011700
808930817,37.7861393,-122.4056853,amenity,cafe,Starbucks,06075011700
819445015,37.7881282,-122.4200791,amenity,cafe,Crepes Ooh La La,06075012001
819447654,37.7889803,-122.4171394,amenity,cafe,Crostini & Java,06075012001
819447677,37.7888488,-122.4201596,amenity,place_of_worship,First Congregational Church of San Francisco,06075011102
825915019,37.7890756,-122.4205448,amenity,bar,El Lopo,06075011102
825967006,37.7912435,-122.420991,amenity,cafe,Donuts & Things,06075011101
825967065,37.7904349,-122.4208088,amenity,cafe,Star Bagels,06075011102
826961052,37.7916777,-122.4210652,amenity,cafe,Moka Coffee,06075011101
826961062,37.791885,-122.4211078,amenity,cafe,Bob's Donuts,06075011101
830588349,37.7856885,-122.4147799,shop,convenience,Deena's Market,06075012204
830825687,37.7992577,-122.449351,amenity,cafe,Starbucks,06075060100
889036926,37.7745171,-122.4586946,amenity,place_of_worship,Kingdom Hall of Jehovah's Witnesses,06075045100
960932055,37.7604494,-122.508978,amenity,cafe,Java Beach Cafe,06075035202
960933322,37.7603301,-122.505422,amenity,cafe,DAMNFINE Coffee,06075035202
968355348,37.7416967,-122.422572,amenity,cafe,Cafe St. Jorge,06075025300
968355561,37.7422092,-122.4264051,amenity,cafe,Cafe XO,06075021500
974352510,37.7337422,-122.4339474,amenity,cafe,Cafe Bello,06075021800
984659510,37.8077247,-122.4426038,amenity,bar,Golden Gate Yacht Club,06075012700
984659529,37.8072388,-122.446947,amenity,bar,St. Francis Yacht Club,06075012700
1002186270,37.7900899,-122.4234142,shop,supermarket,Whole Foods Market,06075015100
1014031956,37.7684783,-122.4506579,amenity,cafe,Bite Me Sandwiches,06075017102
1014036781,37.7654459,-122.4500386,amenity,cafe,Peet's Coffee,06075017102
1014306672,37.7823668,-122.473194,amenity,place_of_worship,Congregation Beth Sholom,06075042602
1029097179,37.7623688,-122.3982922,amenity,cafe,Chatz,06075022702
1060956195,37.7535913,-122.4341333,shop,convenience,1001 Castro Street,06075021100
1073821273,37.7911541,-122.407672,shop,convenience,J & W Market,06075011902
1083221110,37.8059987,-122.409847,amenity,bar,Red Jack Saloon,06075010101
1097231657,37.7753633,-122.458271,amenity,cafe,The Velo Rouge Cafe,06075015600
1116469075,37.7826016,-122.4755804,amenity,place_of_worship,Congregation Anshey Sfard,06075042602
1125115617,37.7717943,-122.433921,amenity,cafe,Palmyra Restaurant,06075016700
1126947956,37.7718315,-122.4335053,shop,convenience,Sunrise Market,06075016700
1126948195,37.7722466,-122.4286694,shop,convenience,S & W market,06075016801
1126948230,37.7677677,-122.4303586,amenity,school,Mission Child Care,06075016900
1126948245,37.7720318,-122.4318431,shop,convenience,Himalaya Playa \/ O'Looney's,06075016801
1130796532,37.7530216,-122.4076438,amenity,cafe,Dynamo Donut & Coffee,06075022903
1172744459,37.7098206,-122.4578886,shop,convenience,7-Eleven,06075026201
1195374514,37.7839525,-122.4811269,amenity,cafe,Bazaar Cafe,06075042601
1195375020,37.7841475,-122.4819637,amenity,cafe,Angelina's Cafe,06075042601
1205027717,37.7911278,-122.4026113,amenity,bank,U.S. Bank,06075011700
1205120785,37.7367631,-122.3897193,shop,supermarket,Super Save,06075061200
1205459534,37.7130939,-122.474586,amenity,place_of_worship,Congregation Beth Israel-Judea,06075060400
1205459563,37.7132276,-122.475606,amenity,school,Brandeis School of San Francisco,06075060400
1205459599,37.7140339,-122.477019,amenity,place_of_worship,Lake Merced Church of Christ,06075060400
1205459615,37.7135841,-122.476253,amenity,place_of_worship,Calvary Armenian Congregational Church,06075060400
1206794862,37.7638277,-122.4150115,amenity,bar,Rite Spot Cafe,06075017700
1206893693,37.7749115,-122.403707,amenity,music_school,Pyramind,06075018000
1206893695,37.7944715,-122.4029279,amenity,bank,Cathay Bank,06075061101
1213823254,37.7709988,-122.4077368,shop,supermarket,Trader Joe's,06075018000
1221413740,37.7412915,-122.3875591,amenity,bank,,06075061200
1221413899,37.7418624,-122.387192,shop,supermarket,Lucky,06075061200
1221414466,37.7333559,-122.390754,amenity,bank,U.S. Bank,06075023200
1229704788,37.7213718,-122.3914266,shop,convenience,,06075023400
1229745509,37.7606273,-122.3884006,amenity,cafe,Wooly Pig,06075022600
1229779251,37.7123845,-122.4032164,shop,convenience,7-Eleven,06075026403
1229920524,37.7099557,-122.4498831,amenity,bar,The Connection,06075026201
1229920646,37.7168741,-122.4415313,shop,supermarket,Pho Tot,06075026100
1230343363,37.7268295,-122.403121,amenity,cafe,Quickly,06075025702
1230343378,37.7280384,-122.4035148,amenity,bank,Bank of the West,06075025702
1230343396,37.729598,-122.4042642,amenity,bank,Sterling Bank & Trust,06075025702
1230343414,37.7253138,-122.4028091,shop,convenience,Tierra Santa Market,06075025702
1230343461,37.7274098,-122.4036795,amenity,cafe,Giant Scoop Café,06075025702
1230343476,37.7306977,-122.404695,amenity,bank,Bank of America,06075025702
1230343494,37.7320804,-122.4059665,shop,convenience,Food Mart,06075025702
1238299633,37.7580357,-122.3885258,amenity,bar,Dogpatch Saloon,06075022600
1238299641,37.7313687,-122.4514026,amenity,cafe,Railroad Expresso Café,06075031100
1241673242,37.7287077,-122.4315588,amenity,cafe,Silver Café,06075025502
1241673415,37.7289174,-122.4196089,shop,convenience,Hillcrest Market,06075025600
1241690521,37.733976,-122.3912081,shop,convenience,,06075061200
1243846554,37.7686749,-122.4154254,amenity,bar,Nihon,06075017700
1246390510,37.789741,-122.4037025,amenity,cafe,Blue Bottle Coffee,06075011700
